"subject","cntr","country","R_attendance","R_prayer","R_religiousID","R_member","R_denomination","R_denominationText","R_god","R_afterlife","R_NormsSelfRelLife","R_NormsSelfGod","religiosity.s","religiosity","culturalNorms","norms","norms_z","condition","hunger","hearing","brains","knowledge","love","desire","check_condition","RT_text","RT_response","self_rating","Age","Gender","Education","SES","Ethnicity","EthnicityText","Recruitment","Sample","Compensation","Language"
88,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Protestant)",NA,1,0.666666666666667,0.5,0.75,1.16857288751021,0.801020408163265,0.5,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,23.595,57.647,2,39,"man",5,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
89,"AUS","Australia",0.833333333333333,1,1,0,NA,NA,1,1,1,1,1.66875895977599,0.976190476190476,0.75,0.455723542116631,0.221678153568798,"Religious",0,1,0,1,1,1,1,40.695,46.616,1,21,"man",5,8,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
90,"AUS","Australia",0.833333333333333,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.55895811321668,0.935374149659864,1,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,0,0,1,53.196,60.974,1,30,"man",5,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
91,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,1,0,1,23.086,47.601,1,35,"man",7,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
92,"AUS","Australia",0.5,0.857142857142857,1,1,"Christian (Protestant)",NA,1,0.333333333333333,0.75,1,1.10209884571291,0.777210884353742,0.875,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,25.5,133.965,4,33,"man",7,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
93,"AUS","Australia",0.833333333333333,1,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.666666666666667,0.75,0.75,1.27366872459547,0.833333333333333,0.75,0.455723542116631,0.221678153568798,"Religious",0,1,0,1,1,0,0,39.347,89.017,2,45,"man",5,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
94,"AUS","Australia",0,0,0,0,NA,NA,0.166666666666667,0.666666666666667,0,0,-0.724371426392666,0.119047619047619,0,0.455723542116631,0.221678153568798,"Religious",0,1,0,1,1,1,1,43.227,30.104,3,32,"man",2,4,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
95,"AUS","Australia",1,1,1,1,"Christian (Orthodox - Russian/Greek/etc.)",NA,1,1,1,1,1.74250454814817,1,0.5,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,39.588,18.502,7,45,"man",7,9,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
96,"AUS","Australia",0.833333333333333,0.714285714285714,1,1,"Christian (Protestant)",NA,1,1,1,1,1.55895811321668,0.935374149659864,1,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,0,0,1,11.079,8.646,1,28,"man",4,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
97,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.75,0.75,1.28183967615454,0.836734693877551,0.5,0.455723542116631,0.221678153568798,"Religious",0,1,1,1,1,1,1,21.73,37.655,6,46,"man",7,7,"South Asian",NA,"TurkPrime","online panel","monetary reward","English"
98,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,"Religious",0,0,1,0,0,0,0,3.701,5.219,1,35,"man",7,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
99,"AUS","Australia",0.5,1,0.5,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.5,1,1.04604078443365,0.761904761904762,1,0.455723542116631,0.221678153568798,"Secular",0,0,0,1,1,0,1,3.174,52,1,35,"woman",5,9,"East Asian",NA,"TurkPrime","online panel","monetary reward","English"
100,"AUS","Australia",0.5,0.714285714285714,1,0,NA,NA,1,1,0.5,0.5,0.997147167223259,0.744897959183674,0.25,0.455723542116631,0.221678153568798,"Secular",1,1,1,1,1,1,1,21.47,41.705,4,34,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
101,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.666666666666667,0.75,0.75,1.28562671208912,0.833333333333333,0.75,0.455723542116631,0.221678153568798,"Secular",0,1,1,0,0,0,1,18.398,17.094,4,38,"man",7,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
102,"AUS","Australia",1,1,1,1,"Muslim",NA,1,0.833333333333333,1,1,1.67943317330945,0.976190476190476,1,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,33.394,30.964,1,41,"man",7,9,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
103,"AUS","Australia",0,0,0.5,0,NA,NA,0.333333333333333,0.5,0,0.25,-0.442288736021527,0.226190476190476,0.125,0.455723542116631,0.221678153568798,"Religious",1,1,1,1,1,1,1,13.086,22.876,4,44,"woman",3,4,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
104,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,0.875,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,0,0,0,63.35,33.149,2,40,"man",5,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
105,"AUS","Australia",0.833333333333333,1,1,1,"Muslim",NA,1,1,0.75,0.75,1.46159907515146,0.904761904761905,0.75,0.455723542116631,0.221678153568798,"Religious",0,1,0,1,1,0,0,71.845,25.66,1,46,"man",7,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
106,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.50187552181219,0.920068027210884,0.875,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,47.363,37.443,7,33,"man",7,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
107,"AUS","Australia",1,1,1,1,"Christian (Protestant)",NA,1,1,0.75,0.75,1.53534466352365,0.928571428571429,0.625,0.455723542116631,0.221678153568798,"Religious",0,1,0,0,1,1,1,23.431,24.21,7,40,"man",6,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
108,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,0.875,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,26.146,41.548,4,35,"man",5,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
109,"AUS","Australia",0.5,1,1,1,"Christian (Orthodox - Russian/Greek/etc.)",NA,1,1,0.75,1,1.40928476834747,0.892857142857143,1,0.455723542116631,0.221678153568798,"Secular",0,0,0,1,1,1,1,271.718,32.579,1,35,"man",7,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
110,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,25.044,139.334,7,40,"man",7,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
111,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.50187552181219,0.920068027210884,0.75,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,1,0,1,72.615,36.592,2,45,"man",7,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
112,"AUS","Australia",0.833333333333333,1,1,1,"Muslim",NA,1,1,0.25,0.75,1.23763304578317,0.833333333333333,0.375,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,1,1,1,48.259,54.431,6,21,"man",5,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
113,"AUS","Australia",0.5,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,0.166666666666667,0.25,0.75,0.719884571565511,0.64625850340136,0.5,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,18.031,28.236,6,62,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
114,"AUS","Australia",0.833333333333333,0.714285714285714,1,0,NA,NA,1,1,1,1,1.55895811321668,0.935374149659864,1,0.455723542116631,0.221678153568798,"Secular",0,1,0,1,1,1,1,3.167,43.246,1,19,"man",5,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
115,"AUS","Australia",0,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.670495533238246,0.139455782312925,0.125,0.455723542116631,0.221678153568798,"Religious",0,1,0,1,1,1,1,39.951,26.252,4,24,"woman",3,3,"Mixed / other","White/east asian","TurkPrime","online panel","monetary reward","English"
116,"AUS","Australia",0.833333333333333,1,1,1,"Christian (Protestant)",NA,1,1,0.75,1,1.55677594509184,0.94047619047619,0.875,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,0,0,1,72.295,41.831,3,46,"man",7,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
117,"AUS","Australia",0,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0,0.833333333333333,0,0,-0.479997634761877,0.210884353741497,0,0.455723542116631,0.221678153568798,"Secular",0,1,0,1,1,1,1,16.867,17.429,7,67,"man",2,4,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
118,"AUS","Australia",0,0,0.5,0,NA,NA,0,0.5,0,0,-0.661040807718986,0.142857142857143,0,0.455723542116631,0.221678153568798,"Secular",1,1,1,1,1,1,1,34.201,41.57,5,70,"woman",3,3,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
119,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,0.75,1.6473276782078,0.964285714285714,0.875,0.455723542116631,0.221678153568798,"Secular",1,1,1,1,1,1,0,2.343,4.648,2,24,"man",7,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
120,"AUS","Australia",0.5,0.714285714285714,0.5,1,"Christian (Roman Catholic)",NA,0.666666666666667,0.833333333333333,0.75,0.5,0.734294010920652,0.637755102040816,0.5,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,3.404,7.821,1,46,"man",7,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
121,"AUS","Australia",0.166666666666667,0,0.5,0,NA,NA,0,1,0,0,-0.39808109483062,0.238095238095238,0.5,0.455723542116631,0.221678153568798,"Religious",0,1,1,1,1,1,1,20.237,19.929,1,35,"man",5,10,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
122,"AUS","Australia",0.333333333333333,1,1,0,NA,NA,1,1,1,1,1.44752219465943,0.904761904761905,0.875,0.455723542116631,0.221678153568798,"Religious",0,1,0,1,1,1,1,27.42,39.896,1,58,"man",5,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
123,"AUS","Australia",0,0,0.5,0,NA,NA,0,0.333333333333333,0,0,-0.724112182557713,0.119047619047619,0,0.455723542116631,0.221678153568798,"Secular",0,1,0,0,1,1,1,29.537,28.188,1,48,"woman",3,2,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
124,"AUS","Australia",0,0,0.5,0,NA,NA,0.5,0.166666666666667,0,0.25,-0.506643884820442,0.202380952380952,0.125,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,0,0,1,67.161,42.696,1,67,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
125,"AUS","Australia",0,1,1,0,NA,NA,1,1,1,1,1.30003101791506,0.857142857142857,0.25,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,0,0,1,16.822,14.576,1,68,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
126,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.63052153346403,0.964285714285714,0.875,0.455723542116631,0.221678153568798,"Secular",0,1,0,1,1,1,1,19.081,13.834,7,35,"man",5,6,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
127,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,"Secular",0,1,0,0,1,1,1,54.431,79.782,1,35,"man",5,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
128,"AUS","Australia",0,0,0.5,0,NA,NA,0.5,0.5,0,0,-0.475678005083367,0.214285714285714,0,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,19.071,16.382,2,57,"man",3,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
129,"AUS","Australia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.25,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,1,0,1,18.917,19.499,4,62,"man",5,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
130,"AUS","Australia",0,0.142857142857143,0,0,NA,NA,0,0,0,0,-0.98354410334646,0.0204081632653061,0.25,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,0,0,1,36.165,36.727,4,63,"man",5,4,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
131,"AUS","Australia",0,0,0,0,NA,NA,0,0.5,0.5,0.5,-0.434910632860881,0.214285714285714,0.375,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,0.971,56.782,4,20,"man",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
132,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,65.692,22.003,5,35,"man",7,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
133,"AUS","Australia",0,0,0.5,0,NA,NA,0,0,0,0,-0.850254932235167,0.0714285714285714,0,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,15.459,18.797,4,36,"woman",7,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
134,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Protestant)",NA,1,1,0.75,0.75,1.40669865187181,0.884353741496599,0.625,0.455723542116631,0.221678153568798,"Secular",0,0,0,1,1,0,1,41.498,29.351,3,35,"man",6,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
135,"AUS","Australia",0,0.142857142857143,0.5,0,NA,NA,0.5,0.666666666666667,0,0.25,-0.262529337024606,0.29421768707483,0.125,0.455723542116631,0.221678153568798,"Religious",0,1,0,1,1,1,1,18.753,29.896,2,58,"woman",5,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
136,"AUS","Australia",0.666666666666667,0.857142857142857,1,1,"Christian (Protestant)",NA,1,1,1,1,1.54011294812415,0.931972789115646,1,0.455723542116631,0.221678153568798,"Secular",0,0,0,1,1,1,1,43.448,45.83,1,40,"man",7,7,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
137,"AUS","Australia",1,1,1,1,"Muslim",NA,1,1,0.75,1,1.63052153346403,0.964285714285714,0.875,0.455723542116631,0.221678153568798,"Religious",0,0,0,1,1,0,1,28.082,32.581,5,30,"man",6,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
138,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,"Religious",0,1,1,1,1,1,0,2.532,86.661,3,35,"woman",7,7,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
139,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.50187552181219,0.920068027210884,0.75,0.455723542116631,0.221678153568798,"Religious",0,0,0,1,1,0,0,26.001,17.143,4,35,"man",7,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
140,"AUS","Australia",0.333333333333333,0.714285714285714,1,1,"Christian (Protestant)",NA,1,1,0.25,0.75,0.906595434107307,0.72108843537415,0.25,0.455723542116631,0.221678153568798,"Secular",0,1,1,1,1,1,1,36.375,66.3,3,75,"woman",6,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
141,"AUS","Australia",0,0.714285714285714,0.5,0,NA,NA,0.666666666666667,0.5,0,0.25,-0.044211417866176,0.375850340136054,0,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,13.843,27.519,3,39,"woman",5,6,"Middle-Eastern/Arab",NA,"TurkPrime","online panel","monetary reward","English"
142,"AUS","Australia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.25,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,0,0,1,75.988,18.427,6,46,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
143,"AUS","Australia",0.5,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.5,1,1.17932995554495,0.812925170068027,0.75,0.455723542116631,0.221678153568798,"Religious",0,1,0,0,1,0,1,107.081,77.065,2,69,"woman",3,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
144,"AUS","Australia",0.833333333333333,0.571428571428571,0.5,0,NA,NA,0.333333333333333,0.833333333333333,0.25,0.5,0.479343533259996,0.545918367346939,0.75,0.455723542116631,0.221678153568798,"Secular",0,1,1,1,1,1,1,1.672,20.7,4,30,"woman",5,6,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
145,"AUS","Australia",1,0.857142857142857,0.5,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.5,1,1.21237712627055,0.812925170068027,0.75,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,47.078,50.368,2,35,"man",5,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
146,"AUS","Australia",0.833333333333333,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.66875895977599,0.976190476190476,1,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,0,0,1,21.248,23.413,3,33,"woman",5,10,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
147,"AUS","Australia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.375,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,60.039,26.524,3,40,"woman",3,4,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
148,"AUS","Australia",1,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.74250454814817,1,1,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,1,0,1,16.201,32.615,2,40,"man",7,10,"Indigenous",NA,"TurkPrime","online panel","monetary reward","English"
149,"AUS","Australia",0.833333333333333,0.714285714285714,1,1,"Christian (Orthodox - Russian/Greek/etc.)",NA,1,0.833333333333333,1,1,1.49588673837795,0.91156462585034,0.625,0.455723542116631,0.221678153568798,"Religious",0,0,0,0,1,0,1,24.771,25.988,2,36,"woman",5,8,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
150,"AUS","Australia",1,1,1,1,"Christian (Orthodox - Russian/Greek/etc.)",NA,1,1,1,1,1.74250454814817,1,0.625,0.455723542116631,0.221678153568798,"Religious",0,1,0,1,1,1,1,16.476,23.285,5,49,"man",6,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
151,"AUS","Australia",0,0.714285714285714,1,1,"Muslim",NA,1,1,0.75,0.75,0.98307028673123,0.744897959183674,0.625,0.455723542116631,0.221678153568798,"Religious",1,1,1,1,1,1,0,54.917,14.566,3,28,"woman",5,3,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
152,"AUS","Australia",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.61385853649634,0.95578231292517,0.875,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,98.302,91.3,4,44,"man",7,9,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
153,"AUS","Australia",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0,0.455723542116631,0.221678153568798,"Secular",0,1,0,1,1,1,1,39.267,23.123,4,65,"woman",6,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
154,"AUS","Australia",0,0,0.5,0,NA,NA,0,0,0,0,-0.850254932235167,0.0714285714285714,0,0.455723542116631,0.221678153568798,"Religious",0,0,0,1,0,1,1,2.326,6.962,7,33,"woman",5,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
155,"AUS","Australia",0.166666666666667,0.142857142857143,1,0,NA,NA,0.833333333333333,0.5,0.25,0.75,0.362246427221783,0.520408163265306,0.375,0.455723542116631,0.221678153568798,"Secular",0,0,0,1,1,1,0,20.318,15.637,5,59,"woman",5,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
156,"AUS","Australia",0.5,1,1,1,"Christian (Roman Catholic)",NA,1,1,1,1,1.52126778303162,0.928571428571429,1,0.455723542116631,0.221678153568798,"Secular",0,0,0,0,0,0,1,40.814,39.225,4,41,"man",7,5,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
157,"AUS","Australia",0.166666666666667,0,0.5,0,NA,NA,0.833333333333333,0.833333333333333,0.5,0.5,0.262105303972403,0.476190476190476,0.5,0.455723542116631,0.221678153568798,"Secular",0,1,0,1,1,1,1,21.725,26.238,3,61,"woman",3,7,"Caucasian/European",NA,"TurkPrime","online panel","monetary reward","English"
