SUBNUM,SITENUM,SITENAME,AGE,SEX,REPLICATION,PRIME,PRIMENAME,SPIRITSREAL,SLP1DTH0,SLPDEATH,QNUM,PSYCHPHYS,QLABEL,QUESTION,RESPONSE,DISCONTINUITY
247,6,Wesleyan Students,18,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,1,0
248,6,Wesleyan Students,19,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,1,0
249,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
250,6,Wesleyan Students,22,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
251,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
252,6,Wesleyan Students,18,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,0,1
253,6,Wesleyan Students,19,1,0,1,Spirit prime,0,1,Sleep,1,Physiological,SNOISE,Noise,1,0
254,6,Wesleyan Students,18,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
255,6,Wesleyan Students,20,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,NA,NA
256,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
257,6,Wesleyan Students,20,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
258,6,Wesleyan Students,19,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
259,6,Wesleyan Students,21,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
260,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
261,6,Wesleyan Students,19,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
262,6,Wesleyan Students,19,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
263,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
264,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
265,6,Wesleyan Students,18,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
266,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
267,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
268,6,Wesleyan Students,19,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
269,6,Wesleyan Students,20,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
270,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
271,6,Wesleyan Students,19,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
272,6,Wesleyan Students,20,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
273,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
274,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
275,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
276,6,Wesleyan Students,19,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
277,6,Wesleyan Students,19,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
278,6,Wesleyan Students,19,1,0,1,Spirit prime,0,1,Sleep,1,Physiological,SNOISE,Noise,1,0
279,6,Wesleyan Students,20,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
280,6,Wesleyan Students,18,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
281,6,Wesleyan Students,18,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
282,7,Chicago Congregation,48,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
283,7,Chicago Congregation,26,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,1,0
284,7,Chicago Congregation,40,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
285,7,Chicago Congregation,28,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,0,1
286,7,Chicago Congregation,31,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
287,7,Chicago Congregation,25,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,0,1
288,7,Chicago Congregation,51,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
289,7,Chicago Congregation,27,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,1,0
290,7,Chicago Congregation,28,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
291,7,Chicago Congregation,31,0,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,1,0
292,7,Chicago Congregation,30,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
293,7,Chicago Congregation,63,0,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,0,1
294,7,Chicago Congregation,27,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
295,7,Chicago Congregation,23,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,0,1
296,7,Chicago Congregation,62,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
297,7,Chicago Congregation,30,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,1,0
298,7,Chicago Congregation,27,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
299,7,Chicago Congregation,46,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,1,0
300,7,Chicago Congregation,26,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
301,7,Chicago Congregation,25,1,0,1,Spirit prime,0,1,Sleep,1,Physiological,SNOISE,Noise,1,0
302,7,Chicago Congregation,27,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
303,7,Chicago Congregation,30,0,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,1,0
304,7,Chicago Congregation,25,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
305,7,Chicago Congregation,27,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,1,0
306,7,Chicago Congregation,28,0,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,0,1
307,7,Chicago Congregation,24,1,0,1,Spirit prime,1,1,Sleep,1,Physiological,SNOISE,Noise,1,0
308,7,Chicago Congregation,59,1,0,0,No prime,NA,1,Sleep,1,Physiological,SNOISE,Noise,1,0
1,2,Shuar,25,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
2,2,Shuar,20,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
3,2,Shuar,44,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
4,2,Shuar,20,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
5,2,Shuar,25,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
6,2,Shuar,30,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
7,2,Shuar,17,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
8,2,Shuar,33,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
9,2,Shuar,19,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
10,2,Shuar,23,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
11,2,Shuar,17,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
12,2,Shuar,34,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
13,2,Shuar,17,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,0,1
14,2,Shuar,20,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
15,2,Shuar,32,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
16,2,Shuar,39,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,0,1
17,2,Shuar,16,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
18,2,Shuar,50,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
19,2,Shuar,58,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,0,1
20,2,Shuar,20,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
21,2,Shuar,39,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
22,2,Shuar,17,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
23,2,Shuar,42,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
24,2,Shuar,31,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,0,1
25,2,Shuar,39,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
26,2,Shuar,34,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
27,2,Shuar,50,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
28,2,Shuar,16,0,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,0,1
29,2,Shuar,16,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
30,2,Shuar,13,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
31,2,Shuar,23,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
32,2,Shuar,14,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,0,1
33,2,Shuar,14,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
34,2,Shuar,15,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
35,2,Shuar,46,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
36,1,Marajó Islanders,31,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
37,1,Marajó Islanders,45,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
38,1,Marajó Islanders,17,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
39,1,Marajó Islanders,49,0,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
40,1,Marajó Islanders,30,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
41,1,Marajó Islanders,39,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
42,1,Marajó Islanders,31,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
43,1,Marajó Islanders,22,0,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
44,1,Marajó Islanders,23,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
45,1,Marajó Islanders,55,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
46,1,Marajó Islanders,31,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
47,1,Marajó Islanders,27,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
48,1,Marajó Islanders,29,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
49,1,Marajó Islanders,35,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
50,1,Marajó Islanders,69,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
51,1,Marajó Islanders,20,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
52,1,Marajó Islanders,32,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
53,1,Marajó Islanders,34,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,0,1
54,1,Marajó Islanders,33,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
55,1,Marajó Islanders,25,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
56,1,Marajó Islanders,23,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
57,1,Marajó Islanders,24,0,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,0,1
58,1,Marajó Islanders,44,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
59,1,Marajó Islanders,22,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
60,1,Marajó Islanders,27,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
61,1,Marajó Islanders,20,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,0,1
62,1,Marajó Islanders,27,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
63,1,Marajó Islanders,18,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
64,1,Marajó Islanders,28,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
65,1,Marajó Islanders,22,0,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,0,1
66,1,Marajó Islanders,23,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
67,1,Marajó Islanders,34,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
68,1,Marajó Islanders,15,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
69,1,Marajó Islanders,26,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
70,1,Marajó Islanders,30,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
71,1,Marajó Islanders,29,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
72,1,Marajó Islanders,27,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
73,1,Marajó Islanders,55,0,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
74,1,Marajó Islanders,34,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
75,1,Marajó Islanders,31,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
76,1,Marajó Islanders,66,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
77,1,Marajó Islanders,23,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
78,1,Marajó Islanders,26,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
79,1,Marajó Islanders,17,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,0,1
80,1,Marajó Islanders,27,0,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,0,1
81,1,Marajó Islanders,26,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
82,1,Marajó Islanders,15,0,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,0,1
83,1,Marajó Islanders,25,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
84,1,Marajó Islanders,20,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
85,1,Marajó Islanders,18,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
86,1,Marajó Islanders,23,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,0,1
87,1,Marajó Islanders,28,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
88,1,Marajó Islanders,21,0,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
89,1,Marajó Islanders,14,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
90,1,Marajó Islanders,19,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,0,1
91,1,Marajó Islanders,33,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
92,1,Marajó Islanders,20,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
93,1,Marajó Islanders,18,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
94,1,Marajó Islanders,26,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
95,1,Marajó Islanders,18,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
96,1,Marajó Islanders,16,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
97,3,Chhattisgarh,32,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
98,3,Chhattisgarh,22,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
99,3,Chhattisgarh,24,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
100,3,Chhattisgarh,30,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
101,3,Chhattisgarh,25,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
102,3,Chhattisgarh,33,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
103,3,Chhattisgarh,20,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
104,3,Chhattisgarh,34,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
105,3,Chhattisgarh,28,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
106,3,Chhattisgarh,33,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
107,3,Chhattisgarh,30,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
108,3,Chhattisgarh,26,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
109,3,Chhattisgarh,21,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
110,3,Chhattisgarh,25,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
111,3,Chhattisgarh,23,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
112,3,Chhattisgarh,20,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
113,3,Chhattisgarh,18,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
114,3,Chhattisgarh,19,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
115,3,Chhattisgarh,19,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
116,3,Chhattisgarh,17,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
117,3,Chhattisgarh,16,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
118,3,Chhattisgarh,30,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
119,3,Chhattisgarh,35,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
120,3,Chhattisgarh,25,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
121,3,Chhattisgarh,30,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
122,3,Chhattisgarh,26,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
123,3,Chhattisgarh,23,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
124,3,Chhattisgarh,17,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
125,3,Chhattisgarh,17,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
126,3,Chhattisgarh,28,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
127,3,Chhattisgarh,25,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
128,3,Chhattisgarh,26,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
129,3,Chhattisgarh,21,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
130,3,Chhattisgarh,22,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
131,3,Chhattisgarh,18,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
132,3,Chhattisgarh,38,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
133,3,Chhattisgarh,28,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
134,3,Chhattisgarh,16,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
135,3,Chhattisgarh,31,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
136,3,Chhattisgarh,20,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
137,3,Chhattisgarh,32,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
138,3,Chhattisgarh,34,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
139,3,Chhattisgarh,20,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
140,3,Chhattisgarh,37,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
141,3,Chhattisgarh,31,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
142,3,Chhattisgarh,33,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,1,0
143,3,Chhattisgarh,25,1,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
144,3,Chhattisgarh,30,0,0,0,No prime,NA,1,Sleep,2,Physiological,STOUCH,Touch,0,1
145,4,Storozhnitsa,71,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
146,4,Storozhnitsa,61,1,0,0,No prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
147,4,Storozhnitsa,39,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
148,4,Storozhnitsa,40,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
149,4,Storozhnitsa,51,0,0,0,No prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
150,4,Storozhnitsa,28,1,0,0,No prime,1,1,Sleep,2,Physiological,STOUCH,Touch,0,1
151,4,Storozhnitsa,30,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
152,4,Storozhnitsa,36,0,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
153,4,Storozhnitsa,23,1,0,0,No prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
154,4,Storozhnitsa,70,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
155,4,Storozhnitsa,43,1,0,0,No prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
156,4,Storozhnitsa,68,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
157,4,Storozhnitsa,73,0,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,0,1
158,4,Storozhnitsa,21,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
159,4,Storozhnitsa,79,0,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
160,4,Storozhnitsa,72,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
161,4,Storozhnitsa,35,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
162,4,Storozhnitsa,31,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
163,4,Storozhnitsa,39,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
164,4,Storozhnitsa,33,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
165,4,Storozhnitsa,24,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
166,4,Storozhnitsa,54,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
167,4,Storozhnitsa,46,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
168,4,Storozhnitsa,73,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
169,4,Storozhnitsa,51,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
170,4,Storozhnitsa,39,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
171,4,Storozhnitsa,18,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
172,4,Storozhnitsa,56,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
173,4,Storozhnitsa,35,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
174,4,Storozhnitsa,47,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
175,4,Storozhnitsa,20,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
176,4,Storozhnitsa,16,1,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
177,4,Storozhnitsa,16,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
178,4,Storozhnitsa,61,1,0,0,No prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
179,4,Storozhnitsa,49,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
180,4,Storozhnitsa,34,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
181,4,Storozhnitsa,17,1,0,0,No prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
182,4,Storozhnitsa,74,1,0,1,Spirit prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
183,4,Storozhnitsa,43,0,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
184,4,Storozhnitsa,42,1,0,1,Spirit prime,1,1,Sleep,2,Physiological,STOUCH,Touch,1,0
185,4,Storozhnitsa,65,0,0,0,No prime,0,1,Sleep,2,Physiological,STOUCH,Touch,1,0
